feature	alteration_type	alteration	model_id	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
MKL1	Deletion		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	0
MLLT11	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
MTCP1	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	0
MUC1	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
NTRK1	Amplification		JMSU1_URINARY_TRACT	1	0	0	0		0	0	1	1	1	1
PBX1	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
PDE4DIP	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
PER1	Deletion		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
PHF6	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	0
POLD1	Deletion		JMSU1_URINARY_TRACT	1	0	0	0		0	0	1	1	1	1
PRCC	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
PTPRD	Deletion		JMSU1_URINARY_TRACT	0	0	0	0		1	1	1	1	0	1
PTPRT	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		1	0	1	1	0	1
RET	Amplification		JMSU1_URINARY_TRACT	1	0	0	0		1	0	1	1	1	1
RIT1	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		1	0	0	1	0	1
RMI2	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	0
RPL10	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
S100A7	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
SDHC	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
SEPT6	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
SOCS1	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		1	0	1	1	0	1
STAG2	Amplification		JMSU1_URINARY_TRACT	1	0	0	0		1	0	1	1	0	1
TP53	Deletion		JMSU1_URINARY_TRACT	1	1	1	0	Guideline	1	1	1	1	1	1
TP63	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		1	0	1	1	0	1
TPM3	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	1	0
XPC	Amplification		JMSU1_URINARY_TRACT	0	0	0	0		0	0	1	1	0	1
AFF1	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
ALK	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	0	1	1	0	0
BIRC6	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
BRAF	Amplification		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Clinical evidence	1	1	1	1	1	1
CDC73	Amplification		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
CDKN2A	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Preclinical	1	0	1	1	1	1
EML4	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	0	1
EPAS1	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	1
EPCAM	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	0	1	0	1
FBXO11	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
FGFR2	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	Preclinical	1	0	1	1	1	1
JAK2	Amplification		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
JAZF1	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
MSH2	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	0	1	1	1	1
MSH6	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
MYB	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
NCOR2	Amplification		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
NRG1	Amplification		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
PTPN13	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
PTPRD	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	0	1
SIX2	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
SOS1	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	0	1	1	1
STRN	Deletion		JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
ABL1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	0
AKAP9	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
ARID1A	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Preclinical	1	0	1	1	0	1
ASXL1	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	0	0
AURKB	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	Preclinical	0	0	0	1	0	1
BCL11B	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
BCL2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	1
BCR	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
CARS	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
CD274	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	Inferential	0	0	1	1	0	0
CDC73	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
CDKN2A	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Preclinical	1	0	1	1	1	1
CLTCL1	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	0	0
CNTNAP2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
CNTRL	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
CRKL	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Clinical evidence	0	0	0	1	1	1
CSF3R	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
DCC	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	1	0
DGCR8	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
DNMT3B	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	0	1
ERBB4	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	1
EZH2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	0	1	1	0	1
FAM135B	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
FANCC	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
FANCF	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
FANCG	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
FHIT	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
FLCN	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	0
FNBP1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
GAS7	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
GNAQ	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
GPS2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	0	1
HRAS	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	1	1
ID3	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
IL6ST	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	1	1
JAK2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
KDSR	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
KLF4	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
LCK	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
LMO1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
LZTR1	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
MALT1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
MAP2K4	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	0
MAPK1	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		1	1	1	1	1	1
MDS2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
MLLT3	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
MNX1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
MYC	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Clinical evidence	1	0	1	1	1	1
MYOD1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
NCOR1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
NDRG1	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
NFIB	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
NR4A3	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	0	0	1
NTRK2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	0	1	0	1
NUP98	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
OMD	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
PAX5	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
PDCD1LG2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
PER1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
PPP6C	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
PRPF8	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	0	1	0	1
PSIP1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
PTCH1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
PTPRD	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	0	1
RABEP1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
RECQL4	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	0	1
RHEB	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	0	1
RRAS2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	0	0
SEPT5	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
SESN2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	0	1
SET	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	0
SETBP1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	1	1	1	0	1
SFPQ	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
SMAD2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	0
SMAD4	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	1	1	1	1	0
SPECC1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
SRC	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	0
SYK	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	1	1	1	0	1
TAL2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	0	0	0
TEC	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
TGFBR1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	0	1	1	1
THRAP3	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
TNC	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
TP53	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Guideline	1	1	1	1	1	1
TPX2	Amplification		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Preclinical	0	0	0	1	0	1
USP6	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
WNK2	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
WT1	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
XPA	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
YWHAE	Deletion		JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
ARHGEF10	Deletion		JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
FCGR2B	Deletion		JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	0	1	1
JAK2	Deletion		JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
PCM1	Deletion		JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
BAZ1A	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
CDC73	Amplification		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
ETV1	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
FHIT	Amplification		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	1	1
GPHN	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
JAK2	Amplification		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	1	1
MET	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	0	0	Guideline	1	0	1	1	1	1
MUC4	Amplification		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	1
POT1	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	0	0	0		0	0	1	1	0	0
SMO	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		1	0	1	1	1	1
SND1	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0		0	0	1	1	0	0
TP53	Deletion		JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	1	1	0	Guideline	1	1	1	1	1	1
A1CF	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
ABI1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
AFF1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
AKAP9	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
AKT1	Deletion		K029AX_SKIN	1	0	0	0		1	0	1	1	1	1
ARHGAP5	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
BAZ1A	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
BCL10	Deletion		K029AX_SKIN	0	0	0	0		1	0	1	1	0	0
BCL11B	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
BMPR1A	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
CASP3	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
CCDC6	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	0
CCNB1IP1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
CD274	Deletion		K029AX_SKIN	1	1	0	0	Inferential	0	0	1	1	0	0
CDC73	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
CDK6	Amplification		K029AX_SKIN	0	0	0	0		1	1	1	1	1	1
CDKN2A	Deletion		K029AX_SKIN	1	1	1	0	Preclinical	1	0	1	1	1	1
CHIC2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
CNTNAP2	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
CPEB3	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
CUX1	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
CYP2C8	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
DICER1	Deletion		K029AX_SKIN	0	0	0	0		1	0	1	1	0	0
ELN	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
ETV1	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
EZH2	Amplification		K029AX_SKIN	1	0	0	0		1	0	1	1	0	1
FANCD2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
FAS	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
FAT1	Deletion		K029AX_SKIN	0	0	0	0		1	0	1	1	0	1
FAT4	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
FBLN2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
FBXW7	Deletion		K029AX_SKIN	1	1	1	0	Preclinical	1	1	1	1	0	0
FGFR2	Deletion		K029AX_SKIN	1	1	0	0	Preclinical	1	0	1	1	1	1
FGFR3	Deletion		K029AX_SKIN	1	0	0	0		1	1	1	1	1	1
FIP1L1	Deletion		K029AX_SKIN	1	0	0	0		0	0	1	1	0	0
FKBP9	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
FOXA1	Deletion		K029AX_SKIN	0	0	0	0		1	1	1	1	0	1
GATA3	Deletion		K029AX_SKIN	1	0	0	0		1	0	1	1	0	1
GOLGA5	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
GPHN	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
GRM3	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
GTF2I	Amplification		K029AX_SKIN	0	0	0	0		1	0	0	1	0	1
HGF	Amplification		K029AX_SKIN	0	0	0	0		1	0	0	1	1	0
HIF1A	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
HIP1	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
HNRNPA2B1	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
HOXA11	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
HOXA13	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
HOXA9	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
HSP90AA1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
IKZF1	Amplification		K029AX_SKIN	0	0	0	0		1	0	1	1	0	1
IL2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
JAK2	Deletion		K029AX_SKIN	1	0	0	0		0	0	1	1	1	1
JAZF1	Amplification		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
KAT6B	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
KDR	Deletion		K029AX_SKIN	0	0	0	0		1	1	1	1	0	1
KIAA1598	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
KIF5B	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
KIT	Deletion		K029AX_SKIN	1	1	0	0	Guideline	1	1	1	1	1	1
KLF6	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
KTN1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
LARP4B	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
LEF1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
MAX	Deletion		K029AX_SKIN	0	0	0	0		1	0	1	1	1	0
MET	Amplification		K029AX_SKIN	1	1	1	0	Guideline	1	0	1	1	1	1
MGMT	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
MLH3	Deletion		K029AX_SKIN	1	0	0	0		0	0	0	1	1	0
MLLT10	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
MLLT3	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
N4BP2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
NCOA4	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
NFIB	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
NFKB2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
NIN	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
NKX2-1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
NT5C2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
PAFAH1B2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
PDCD1LG2	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
PDGFRA	Deletion		K029AX_SKIN	1	0	0	0		1	0	1	1	1	1
PHOX2B	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
POLE2	Deletion		K029AX_SKIN	1	0	0	0		0	0	0	1	0	1
POT1	Amplification		K029AX_SKIN	1	0	0	0		0	0	1	1	0	0
PPARG	Deletion		K029AX_SKIN	0	0	0	0		0	1	1	1	1	1
PRF1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	1	1
PSIP1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
PTEN	Deletion		K029AX_SKIN	1	1	1	0	Clinical evidence	1	1	1	1	1	0
PTPN13	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
PTPRD	Deletion		K029AX_SKIN	0	0	0	0		1	1	1	1	0	1
PTPRT	Deletion		K029AX_SKIN	0	0	0	0		1	0	1	1	0	1
RAD51B	Deletion		K029AX_SKIN	1	0	0	0		0	0	1	1	0	1
RAF1	Deletion		K029AX_SKIN	1	0	0	0		1	0	1	1	1	0
RAP1GDS1	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	0
RBM15	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
RET	Deletion		K029AX_SKIN	1	0	0	0		1	0	1	1	1	1
RHOH	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
RPL5	Deletion		K029AX_SKIN	0	0	0	0		0	0	1	1	0	1
